r_kpc,v_km_s,sigma_km_s,r_m,v_m_s,sigma_m_s
8.0,200.0,0.5,2.4685420648e+20,200000.0,500.0
13.156666666666666,200.0,6.0,4.059723137402333e+20,200000.0,6000.0
0.094,201.765,2.5,2.9005369261399997e+18,201765.0,2500.0
0.122,218.694,4.0,3.76452664882e+18,218694.0,4000.0
0.141,232.647,3.0,4.3508053892099994e+18,232647.0,3000.0
0.226,245.43500000000003,3.0,6.97363133306e+18,245435.00000000003,3000.0
0.245,254.888,1.9999999999999856,7.559910073449999e+18,254888.0,1999.9999999999857
0.264,256.341,2.5,8.14618881384e+18,256341.0,2500.0
0.311,248.224,3.0,9.59645727691e+18,248224.0,3000.0
0.376,250.059,3.0,1.1602147704559999e+19,250059.0,3000.0
0.414,251.565,2.5,1.2774705185339998e+19,251565.0,2500.0
0.4709999999999999,250.824,2.5,1.4533541406509996e+19,250824.0,2500.0
0.518,248.006,4.0,1.598380986958e+19,248006.0,4000.0
0.546,243.635,2.0,1.684779959226e+19,243635.0,2000.0
0.565,239.588,2.0,1.7434078332649998e+19,239588.0,2000.0
0.659,229.353,2.0,2.033461525879e+19,229353.0,2000.0
0.6960000000000001,229.259,4.0,2.147631596376e+19,229259.0,4000.0
0.894,222.465,3.0,2.758595757414e+19,222465.0,3000.0
0.941,220.647,4.0,2.9036226037209997e+19,220647.0,4000.0
0.988,217.029,4.0,3.048649450028e+19,217029.0,4000.0
1.035,215.412,2.0,3.1936762963349996e+19,215412.0,2000.0
1.064,212.641,2.0,3.283160946184e+19,212641.0,2000.0
1.082,215.294,3.0,3.3387031426420003e+19,215294.0,3000.0
1.129,216.776,3.0,3.4837299889489998e+19,216776.0,3000.0
1.176,217.559,4.0,3.6287568352559997e+19,217559.0,4000.0
1.205,216.288,3.0,3.7182414851050004e+19,216288.0,3000.0
1.224,212.441,2.0,3.776869359144e+19,212441.0,2000.0
1.318,197.706,3.0,4.066923051758e+19,197706.0,3000.0
1.327,214.282,3.0,4.0946941499869995e+19,214282.0,3000.0
1.365,208.588,2.0,4.211949898065e+19,208588.0,2000.0
1.4590000000000003,197.553,9.0,4.502003590679001e+19,197553.0,9000.0
1.506,207.835,2.5,4.647030436986e+19,207835.0,2500.0
1.5249999999999997,209.188,3.0,4.705658311024999e+19,209188.0,3000.0
1.553,205.318,3.0,4.792057283293e+19,205318.0,3000.0
1.6000000000000003,201.80000000000004,3.0,4.937084129600001e+19,201800.00000000003,3000.0
1.619,195.153,3.0,4.9957120036389994e+19,195153.0,3000.0
1.647,198.082,7.0,5.0821109759069995e+19,198082.0,7000.0
1.694,200.365,3.0,5.227137822214e+19,200365.0,3000.0
1.807,201.982,3.0,5.575819388867e+19,201982.0,3000.0
1.901,200.247,3.0,5.865873081481e+19,200247.0,3000.0
2.005,199.488,3.0,6.186783549904999e+19,199488.0,3000.0
2.071,195.324,2.0,6.390438270251001e+19,195324.0,2000.0
2.221,193.447,3.0,6.853289907401e+19,193447.0,3000.0
2.259,190.353,2.0,6.9705456554789994e+19,190353.0,2000.0
2.306,189.43500000000003,3.0,7.115572501786e+19,189435.00000000003,3000.0
2.4,189.30000000000004,3.0,7.405626194399999e+19,189300.00000000003,3000.0
1.845,201.388,7.0,5.693075136945e+19,201388.0,7000.0
1.939,198.153,1.5,5.983128829559e+19,198153.0,1500.0
2.071,191.324,1.5,6.390438270251001e+19,191324.0,1500.0
2.353,188.118,3.0,7.260599348093e+19,188118.0,3000.0
2.428,193.929,3.0,7.492025166667999e+19,193929.0,3000.0
2.447,190.082,1.5,7.550653040707e+19,190082.0,1500.0
2.494,189.265,2.0,7.695679887014001e+19,189265.0,2000.0
2.541,190.647,2.0,7.840706733321e+19,190647.0,2000.0
2.588,187.529,1.5,7.985733579628e+19,187529.0,1500.0
2.635,189.51200000000003,1.5,8.130760425934999e+19,189512.00000000003,1500.0
2.682,189.794,1.5,8.275787272241999e+19,189794.0,1500.0
2.7290000000000005,188.876,1.5,8.420814118549001e+19,188876.0,1500.0
2.776,188.959,1.5,8.565840964856e+19,188959.0,1500.0
2.824,192.241,2.0,8.713953488743999e+19,192241.0,2000.0
2.871,189.824,2.0,8.858980335051e+19,189824.0,2000.0
2.9180000000000006,192.40600000000003,1.5,9.004007181358001e+19,192406.00000000003,1500.0
2.936,193.559,1.5,9.059549377816e+19,193559.0,1500.0
2.974,185.865,1.5,9.176805125894e+19,185865.0,1500.0
3.031,190.424,1.5,9.352688748011e+19,190424.0,1500.0
3.059,193.353,1.5,9.439087720279e+19,193353.0,1500.0
3.106,191.43500000000003,1.5,9.584114566586e+19,191435.00000000003,1500.0
3.1620000000000004,191.094,1.5,9.756912511122001e+19,191094.0,1500.0
3.2000000000000006,187.7,1.5,9.874168259200002e+19,187700.0,1500.0
3.219,191.453,1.5,9.932796133238999e+19,191453.0,1500.0
3.247,196.682,1.5,1.0019195105506999e+20,196682.0,1500.0
3.304,201.441,1.5,1.0195078727624e+20,201441.0,1500.0
3.3319999999999994,197.071,1.5,1.0281477699891998e+20,197071.0,1500.0
3.369,193.776,1.5,1.0395647770389001e+20,193776.0,1500.0
3.407,195.482,1.5,1.0512903518467e+20,195482.0,1500.0
3.445,197.688,1.5,1.0630159266544999e+20,197688.0,1500.0
3.4820000000000007,197.694,2.0,1.0744329337042002e+20,197694.0,2000.0
3.529,199.176,2.0,1.0889356183348999e+20,199176.0,2000.0
3.576,197.059,2.0,1.1034383029656e+20,197059.0,2000.0
3.614,196.465,1.5,1.1151638777734e+20,196465.0,1500.0
3.671,195.724,2.0,1.1327522399850999e+20,195724.0,2000.0
3.689,198.276,1.5,1.1383064596309e+20,198276.0,1500.0
3.746,197.635,1.5,1.1558948218426e+20,197635.0,1500.0
3.784,201.04100000000005,1.5,1.1676203966503998e+20,201041.00000000006,1500.0
3.821,201.947,1.5,1.1790374037001e+20,201947.0,1500.0
3.859,202.853,1.5,1.1907629785079e+20,202853.0,1500.0
3.896,198.259,1.5,1.2021799855576e+20,198259.0,1500.0
3.953,201.318,1.5,1.2197683477693e+20,201318.0,1500.0
3.972,207.571,1.5,1.2256311351732e+20,207571.0,1500.0
4.009,210.576,1.5,1.2370481422229001e+20,210576.0,1500.0
4.047,212.282,1.5,1.2487737170306998e+20,212282.0,1500.0
4.094,212.565,1.5,1.2632764016614e+20,212565.0,1500.0
4.141,214.147,1.5,1.2777790862920999e+20,214147.0,1500.0
4.188,214.929,1.5,1.2922817709228e+20,214929.0,1500.0
4.235,213.212,1.5,1.3067844555535001e+20,213212.0,1500.0
4.264,206.841,1.2000000000000028,1.3157329205384e+20,206841.0,1200.0000000000027
4.311,207.024,1.5,1.3302356051690999e+20,207024.0,1500.0
4.348,208.629,1.5,1.3416526122187999e+20,208629.0,1500.0
4.386,208.035,2.0,1.3533781870266e+20,208035.0,2000.0
4.424,219.141,1.5,1.3651037618344e+20,219141.0,1500.0
4.452,215.371,3.5,1.3737436590612e+20,215371.0,3500.0
4.48,221.30000000000004,3.0,1.3823835562880002e+20,221300.00000000003,3000.0
4.518,212.706,1.5,1.3941091310957999e+20,212706.0,1500.0
4.565,201.588,1.5,1.4086118157265001e+20,201588.0,1500.0
4.612,200.071,2.0,1.4231145003572e+20,200071.0,2000.0
4.659,202.353,2.0,1.4376171849878998e+20,202353.0,2000.0
4.706,199.235,1.5,1.4521198696186e+20,199235.0,1500.0
4.753,199.118,1.5,1.4666225542493e+20,199118.0,1500.0
4.8,208.2,1.5,1.4811252388799998e+20,208200.0,1500.0
4.838,206.90600000000003,1.5,1.4928508136878e+20,206906.00000000003,1500.0
4.875,207.312,1.5,1.5042678207375e+20,207312.0,1500.0
4.894,213.165,1.5,1.5101306081414e+20,213165.0,1500.0
4.932,210.171,2.0,1.5218561829492002e+20,210171.0,2000.0
4.96,212.2,1.5,1.530496080176e+20,212200.0,1500.0
4.988,212.529,1.5,1.5391359774028002e+20,212529.0,1500.0
5.035,211.412,1.5,1.5536386620335e+20,211412.0,1500.0
5.082,213.494,1.5,1.5681413466642e+20,213494.0,1500.0
5.129,211.776,2.0,1.5826440312948998e+20,211776.0,2000.0
5.176,212.859,1.5,1.5971467159256e+20,212859.0,1500.0
5.214,207.165,1.5,1.6088722907334e+20,207165.0,1500.0
5.271,211.124,1.5,1.6264606529451e+20,211124.0,1500.0
5.299,209.153,1.5,1.6351005501719e+20,209153.0,1500.0
5.336000000000001,209.459,1.5,1.6465175572216005e+20,209459.0,1500.0
5.364999999999999,207.588,2.0,1.6554660222064997e+20,207588.0,2000.0
5.412,207.471,1.5,1.6699687068372e+20,207471.0,1500.0
5.459,203.353,1.5,1.6844713914678998e+20,203353.0,1500.0
5.506,205.535,1.5,1.6989740760986e+20,205535.0,1500.0
5.534,206.465,1.5,1.7076139733254e+20,206465.0,1500.0
5.572,211.071,1.5,1.7193395481332e+20,211071.0,1500.0
5.608999999999999,209.976,1.5,1.7307565551828995e+20,209976.0,1500.0
5.666,212.035,2.0,1.7483449173946e+20,212035.0,2000.0
5.694,209.765,1.5,1.7569848146213998e+20,209765.0,1500.0
5.741,209.947,1.5,1.7714874992521e+20,209947.0,1500.0
5.788,209.029,1.5,1.7859901838828002e+20,209029.0,1500.0
5.854,209.565,1.5,1.8063556559174e+20,209565.0,1500.0
5.910999999999999,204.824,3.0,1.8239440181290995e+20,204824.0,3000.0
5.928999999999999,208.376,1.5,1.8294982377748998e+20,208376.0,1500.0
5.976,210.059,1.5,1.8440009224056e+20,210059.0,1500.0
6.024,214.141,1.5,1.8588121747944e+20,214141.0,1500.0
6.052,220.471,1.5,1.8674520720211997e+20,220471.0,1500.0
6.108,222.729,1.5,1.8847318664747998e+20,222729.0,1500.0
6.146,203.635,1.5,1.8964574412825998e+20,203635.0,1500.0
6.1930000000000005,204.818,1.5,1.9109601259133e+20,204818.0,1500.0
6.212,218.671,1.5,1.9168229133172e+20,218671.0,1500.0
6.259,218.853,1.5,1.9313255979479e+20,218853.0,1500.0
6.306,220.735,1.5,1.9458282825786e+20,220735.0,1500.0
6.344,224.04100000000005,1.5,1.9575538573864e+20,224041.00000000006,1500.0
6.361999999999999,224.694,1.5,1.9631080770321996e+20,224694.0,1500.0
6.400000000000001,227.7,3.5,1.9748336518400003e+20,227700.0,3500.0
6.447,220.882,1.5,1.9893363364707e+20,220882.0,1500.0
6.494,204.965,2.0,2.0038390211013997e+20,204965.0,2000.0
6.541,207.647,1.5,2.0183417057321e+20,207647.0,1500.0
6.588,207.82900000000004,15.0,2.0328443903627998e+20,207829.00000000003,15000.0
6.635000000000001,209.412,2.0,2.0473470749935e+20,209412.0,2000.0
6.682,208.994,2.0,2.0618497596242002e+20,208994.0,2000.0
6.729,208.176,2.0,2.0763524442549e+20,208176.0,2000.0
6.758,210.106,1.5,2.0853009092398e+20,210106.0,1500.0
6.776,208.659,1.5,2.0908551288856e+20,208659.0,1500.0
6.814,214.965,2.0,2.1025807036934e+20,214965.0,2000.0
6.852,202.071,1.5,2.1143062785012e+20,202071.0,1500.0
6.889,205.776,1.5,2.1257232855509e+20,205776.0,1500.0
6.918,205.40600000000003,1.5,2.1346717505358e+20,205406.00000000003,1500.0
6.965,210.088,1.5,2.1491744351665e+20,210088.0,1500.0
7.012,201.671,1.5,2.1636771197971998e+20,201671.0,1500.0
7.059,210.953,1.5,2.1781798044279e+20,210953.0,1500.0
7.105999999999999,207.43500000000003,2.0,2.1926824890585996e+20,207435.00000000003,2000.0
7.153,208.818,2.0,2.2071851736892998e+20,208818.0,2000.0
7.2,206.0,2.0,2.22168785832e+20,206000.0,2000.0
7.219,207.553,1.1999999999999886,2.2275506457239e+20,207553.0,1199.9999999999886
7.266000000000001,202.635,1.6000000000000083,2.2420533303546003e+20,202635.0,1600.0000000000084
7.322,205.994,1.5,2.2593331248082e+20,205994.0,1500.0
7.341,201.847,1.5,2.2651959122121e+20,201847.0,1500.0
7.36,200.6,1.5,2.271058699616e+20,200600.0,1500.0
7.435,205.412,4.0,2.2942012814735e+20,205412.0,4000.0
7.473,205.318,1.5,2.3059268562813e+20,205318.0,1500.0
7.511,209.224,3.0,2.3176524310891e+20,209224.0,3000.0
7.558,204.906,1.2000000000000028,2.3321551157198e+20,204906.0,1200.0000000000027
7.567,205.282,1.2000000000000028,2.3349322255427e+20,205282.0,1200.0000000000027
7.624,200.241,1.2999999999999972,2.3525205877543997e+20,200241.0,1299.9999999999973
7.671,200.424,1.5,2.3670232723851e+20,200424.0,1500.0
7.718,202.706,1.5,2.3815259570158e+20,202706.0,1500.0
7.755,199.812,1.2999999999999972,2.3929429640655e+20,199812.0,1299.9999999999973
7.774,199.565,1.5,2.3988057514694e+20,199565.0,1500.0
7.812,202.471,1.5,2.4105313262772e+20,202471.0,1500.0
7.858999999999999,211.553,1.5,2.4250340109078997e+20,211553.0,1500.0
7.906,209.835,1.5,2.4395366955386e+20,209835.0,1500.0
7.953,211.118,1.5,2.4540393801693e+20,211118.0,1500.0
8.0,207.5,1.5,2.4685420648e+20,207500.0,1500.0
2.071,201.064,0.5,6.390438270251001e+19,201064.0,500.0
2.205,195.427,0.5,6.803919066105e+19,195427.0,500.0
2.339,190.574,0.5,7.217399861959e+19,190574.0,500.0
2.472,191.103,0.5,7.627794980232e+19,191103.0,500.0
2.605,189.914,0.5,8.038190098504999e+19,189914.0,500.0
2.736,191.70400000000004,0.5,8.442413861616001e+19,191704.00000000003,500.0
2.8669999999999995,192.674,0.5,8.846637624726998e+19,192674.0,500.0
2.997,190.221,0.5,9.247775710257e+19,190221.0,500.0
3.126,193.146,0.5,9.645828118205999e+19,193146.0,500.0
3.254,217.847,0.5,1.0040794848574e+20,217847.0,500.0
3.381,216.824,0.5,1.0432675901361e+20,216824.0,500.0
3.507,200.174,0.5,1.0821471276567e+20,200174.0,500.0
3.632,197.198,0.5,1.1207180974192e+20,197198.0,500.0
3.756,199.594,0.5,1.1589804994235998e+20,199594.0,500.0
3.878,202.862,0.5,1.1966257659118e+20,202862.0,500.0
4.0,208.7,0.5,1.2342710324e+20,208700.0,500.0
4.12,235.308,0.5,1.271299163372e+20,235308.0,500.0
4.239,212.984,0.5,1.3080187265858999e+20,212984.0,500.0
4.357,212.728,0.5,1.3444297220417e+20,212728.0,500.0
4.474,214.239,0.5,1.3805321497394e+20,214239.0,500.0
4.589,211.315,0.5,1.4160174419209001e+20,211315.0,500.0
4.702,206.557,0.5,1.4508855985861999e+20,206557.0,500.0
4.815,209.363,0.5,1.4857537552515e+20,209363.0,500.0
4.925,211.132,0.5,1.5196962086425e+20,211132.0,500.0
5.035,212.264,0.5,1.5536386620335e+20,212264.0,500.0
5.142,205.85800000000003,0.5,1.5866554121502e+20,205858.00000000003,500.0
5.248,207.412,0.5,1.6193635945088002e+20,207412.0,500.0
5.352999999999999,205.926,0.5,1.6517632091092995e+20,205926.0,500.0
5.456,210.6,0.5,1.6835456881936e+20,210600.0,500.0
5.557,208.432,0.5,1.7147110317617e+20,208432.0,500.0
5.657,208.821,0.5,1.7455678075717e+20,208821.0,500.0
5.755,210.068,0.5,1.7758074478655e+20,210068.0,500.0
5.851,213.871,0.5,1.8054299526431e+20,213871.0,500.0
6.038,217.642,0.5,1.8631321234078e+20,217642.0,500.0
6.128,218.609,0.5,1.8909032216368e+20,218609.0,500.0
6.217,219.129,0.5,1.9183657521076997e+20,219129.0,500.0
6.303999999999999,220.702,0.5,1.9452111470623998e+20,220702.0,500.0
6.389,222.527,0.5,1.9714394065009e+20,222527.0,500.0
6.472,216.103,0.5,1.9970505304232e+20,216103.0,500.0
6.553,209.43,0.5,2.0220445188292998e+20,209430.0,500.0
6.632000000000001,211.207,0.5,2.0464213717192e+20,211207.0,500.0
6.709,207.734,0.5,2.0701810890929e+20,207734.0,500.0
6.784,209.51,0.5,2.0933236709504e+20,209510.0,500.0
6.857,210.23300000000003,0.5,2.1158491172917e+20,210233.00000000003,500.0
6.928,209.405,0.5,2.1377574281167998e+20,209405.0,500.0
6.997,208.424,0.5,2.1590486034257e+20,208424.0,500.0
7.064,207.289,0.5,2.1797226432184e+20,207289.0,500.0
7.128,219.101,0.5,2.1994709797367998e+20,219101.0,500.0
7.19,205.359,0.5,2.218602180739e+20,205359.0,500.0
7.25,206.162,0.5,2.237116246225e+20,206162.0,500.0
7.308,203.009,0.5,2.2550131761948e+20,203009.0,500.0
7.364,208.201,0.5,2.2722929706484e+20,208201.0,500.0
7.416999999999999,200.63700000000003,0.5,2.2886470618276997e+20,200637.00000000003,500.0
7.469,203.116,0.5,2.3046925852489e+20,203116.0,500.0
7.518,202.039,0.5,2.3198124053957997e+20,202039.0,500.0
7.564,200.904,0.5,2.3340065222684e+20,200904.0,500.0
7.608,201.711,0.5,2.3475835036248e+20,201711.0,500.0
7.650000000000001,202.561,0.5,2.3605433494650002e+20,202561.0,500.0
7.69,202.052,0.5,2.372886059789e+20,202052.0,500.0
7.727,201.285,0.5,2.3843030668387e+20,201285.0,500.0
7.762,203.659,0.5,2.3951029383722e+20,203659.0,500.0
7.794999999999999,204.074,0.5,2.4052856743894997e+20,204074.0,500.0
7.825,208.82900000000004,0.5,2.4145427071325e+20,208829.00000000003,500.0
7.852999999999999,211.725,0.5,2.4231826043592996e+20,211725.0,500.0
7.878,209.162,0.5,2.4308967983118e+20,209162.0,500.0
7.902,210.638,0.5,2.4383024245062e+20,210638.0,500.0
7.922,213.154,0.5,2.4444737796681997e+20,213154.0,500.0
7.94,225.509,0.5,2.450027999314e+20,225509.0,500.0
7.956,235.504,0.5,2.4549650834436e+20,235504.0,500.0
7.97,209.039,0.5,2.4592850320569998e+20,209039.0,500.0
7.980999999999999,210.413,0.5,2.4626792773960997e+20,210413.0,500.0
7.989,208.726,0.5,2.4651478194609e+20,208726.0,500.0
7.995,211.778,0.5,2.4669992260095e+20,211778.0,500.0
7.999,209.67,0.5,2.4682334970418997e+20,209670.0,500.0
7.999,200.07,0.5,2.4682334970418997e+20,200070.0,500.0
7.995,200.078,0.5,2.4669992260095e+20,200078.0,500.0
7.989,200.526,0.5,2.4651478194609e+20,200526.0,500.0
7.980999999999999,200.013,0.5,2.4626792773960997e+20,200013.0,500.0
7.97,203.039,0.5,2.4592850320569998e+20,203039.0,500.0
7.956,202.104,0.5,2.4549650834436e+20,202104.0,500.0
7.94,202.109,0.5,2.450027999314e+20,202109.0,500.0
7.922,203.95400000000004,0.5,2.4444737796681997e+20,203954.00000000003,500.0
7.902,202.138,0.5,2.4383024245062e+20,202138.0,500.0
7.878,202.562,0.5,2.4308967983118e+20,202562.0,500.0
7.852999999999999,202.625,0.5,2.4231826043592996e+20,202625.0,500.0
7.825,204.43,0.5,2.4145427071325e+20,204430.0,500.0
7.794999999999999,205.574,0.5,2.4052856743894997e+20,205574.0,500.0
7.762,206.659,0.5,2.3951029383722e+20,206659.0,500.0
7.727,207.985,0.5,2.3843030668387e+20,207985.0,500.0
7.69,209.75200000000004,0.5,2.372886059789e+20,209752.00000000003,500.0
7.650000000000001,207.161,0.5,2.3605433494650002e+20,207161.0,500.0
7.608,206.111,0.5,2.3475835036248e+20,206111.0,500.0
7.564,205.904,0.5,2.3340065222684e+20,205904.0,500.0
7.518,197.939,0.5,2.3198124053957997e+20,197939.0,500.0
7.469,205.016,0.5,2.3046925852489e+20,205016.0,500.0
7.416999999999999,206.63700000000003,0.5,2.2886470618276997e+20,206637.00000000003,500.0
7.364,206.801,0.5,2.2722929706484e+20,206801.0,500.0
7.308,207.009,0.5,2.2550131761948e+20,207009.0,500.0
7.25,206.462,0.5,2.237116246225e+20,206462.0,500.0
7.19,208.559,0.5,2.218602180739e+20,208559.0,500.0
7.128,211.401,0.5,2.1994709797367998e+20,211401.0,500.0
7.064,210.29,0.5,2.1797226432184e+20,210290.0,500.0
6.997,205.624,0.5,2.1590486034257e+20,205624.0,500.0
6.928,208.605,0.5,2.1377574281167998e+20,208605.0,500.0
6.857,210.834,0.5,2.1158491172917e+20,210834.0,500.0
6.784,211.21,0.5,2.0933236709504e+20,211210.0,500.0
6.709,213.234,0.5,2.0701810890929e+20,213234.0,500.0
6.632000000000001,211.308,0.5,2.0464213717192e+20,211308.0,500.0
6.553,208.731,0.5,2.0220445188292998e+20,208731.0,500.0
6.472,202.804,0.5,1.9970505304232e+20,202804.0,500.0
6.389,208.327,0.5,1.9714394065009e+20,208327.0,500.0
6.303999999999999,213.602,0.5,1.9452111470623998e+20,213602.0,500.0
6.217,213.429,0.5,1.9183657521076997e+20,213429.0,500.0
6.128,213.209,0.5,1.8909032216368e+20,213209.0,500.0
6.038,213.242,0.5,1.8631321234078e+20,213242.0,500.0
5.945,209.32900000000004,0.5,1.8344353219045e+20,209329.00000000003,500.0
5.851,206.271,0.5,1.8054299526431e+20,206271.0,500.0
5.755,205.068,0.5,1.7758074478655e+20,205068.0,500.0
5.657,203.922,0.5,1.7455678075717e+20,203922.0,500.0
5.557,199.632,0.5,1.7147110317617e+20,199632.0,500.0
5.456,197.6,0.5,1.6835456881936e+20,197600.0,500.0
5.352999999999999,195.826,0.5,1.6517632091092995e+20,195826.0,500.0
5.248,200.912,0.5,1.6193635945088002e+20,200912.0,500.0
5.142,201.058,0.5,1.5866554121502e+20,201058.0,500.0
5.035,202.864,0.5,1.5536386620335e+20,202864.0,500.0
4.925,202.632,0.5,1.5196962086425e+20,202632.0,500.0
4.815,204.063,0.5,1.4857537552515e+20,204063.0,500.0
4.702,200.557,0.5,1.4508855985861999e+20,200557.0,500.0
4.589,204.415,0.5,1.4160174419209001e+20,204415.0,500.0
4.474,203.739,0.5,1.3805321497394e+20,203739.0,500.0
4.357,205.328,0.5,1.3444297220417e+20,205328.0,500.0
4.239,209.084,0.5,1.3080187265858999e+20,209084.0,500.0
4.12,230.10800000000003,0.5,1.271299163372e+20,230108.00000000003,500.0
4.0,224.5,0.5,1.2342710324e+20,224500.0,500.0
3.878,224.462,0.5,1.1966257659118e+20,224462.0,500.0
3.756,219.795,0.5,1.1589804994235998e+20,219795.0,500.0
3.632,201.198,0.5,1.1207180974192e+20,201198.0,500.0
3.507,200.074,0.5,1.0821471276567e+20,200074.0,500.0
3.381,202.324,0.5,1.0432675901361e+20,202324.0,500.0
3.254,206.147,0.5,1.0040794848574e+20,206147.0,500.0
3.126,203.246,0.5,9.645828118205999e+19,203246.0,500.0
2.997,197.922,0.5,9.247775710257e+19,197922.0,500.0
2.8669999999999995,199.174,0.5,8.846637624726998e+19,199174.0,500.0
2.736,196.804,0.5,8.442413861616001e+19,196804.0,500.0
2.605,198.914,0.5,8.038190098504999e+19,198914.0,500.0
2.472,199.804,0.5,7.627794980232e+19,199804.0,500.0
2.339,208.375,0.5,7.217399861959e+19,208375.0,500.0
2.205,204.628,0.5,6.803919066105e+19,204628.0,500.0
2.071,212.064,0.5,6.390438270251001e+19,212064.0,500.0
6.324333333333333,180.741,12.406999999999996,1.9514853581437665e+20,180741.0,12406.999999999996
6.277666666666666,181.356,10.885000000000003,1.937085529432433e+20,181356.0,10885.000000000004
6.2123333333333335,245.23233333333332,15.298500000000004,1.9169257692365665e+20,245232.3333333333,15298.500000000004
7.830333333333333,238.754,21.996999999999986,2.4161884018423664e+20,238754.0,21996.999999999985
5.902333333333334,204.58,9.036,1.8212697642255666e+20,204580.0,9036.0
6.095,204.04533333333333,16.82650000000001,1.8807204856195e+20,204045.33333333334,16826.50000000001
5.285666666666667,235.4143333333333,20.798500000000004,1.6309863133972333e+20,235414.3333333333,20798.500000000004
6.142,219.01433333333333,4.789500000000004,1.8952231702502002e+20,219014.3333333333,4789.500000000004
5.224333333333334,201.0916666666667,20.1665,1.6120608242337667e+20,201091.6666666667,20166.5
5.293666666666667,201.8693333333333,18.21650000000001,1.633454855462033e+20,201869.33333333328,18216.50000000001
6.346666666666667,218.229,12.11800000000001,1.9583767047413334e+20,218229.0,12118.00000000001
7.399666666666666,212.58766666666668,5.089500000000001,2.283298554020633e+20,212587.6666666667,5089.500000000001
7.228666666666666,208.77666666666664,2.1965000000000003,2.2305334673855332e+20,208776.66666666663,2196.5000000000005
7.146,200.8803333333333,2.0715000000000003,2.2050251993825998e+20,200880.3333333333,2071.5000000000005
7.205000000000001,201.43566666666663,1.8185,2.2232306971105e+20,201435.66666666663,1818.5
7.393333333333333,205.94,3.7239999999999895,2.2813442915526663e+20,205940.0,3723.9999999999895
9.194333333333336,201.86533333333333,35.9785,2.8370748238907674e+20,201865.3333333333,35978.5
7.590666666666667,203.4813333333333,0.4274999999999949,2.3422349958177335e+20,203481.3333333333,427.4999999999949
8.055333333333332,201.386,10.211,2.485616147414866e+20,201386.0,10211.0
8.048,197.1443333333333,3.3545000000000016,2.4833533171888e+20,197144.33333333328,3354.500000000002
7.965,199.12966666666668,3.0134999999999934,2.4577421932665e+20,199129.6666666667,3013.4999999999936
7.995,203.38,1.522999999999996,2.4669992260095e+20,203380.0,1522.999999999996
9.346,162.47133333333335,18.102500000000006,2.8838742672026e+20,162471.33333333334,18102.500000000007
8.606666666666667,168.31133333333335,5.749499999999998,2.6557398380473336e+20,168311.33333333334,5749.499999999997
8.138,211.65166666666664,1.2824999999999989,2.5111244154177998e+20,211651.66666666663,1282.4999999999989
8.092,202.09333333333333,1.0365000000000038,2.4969302985452002e+20,202093.33333333334,1036.5000000000036
11.403666666666666,149.153,41.215,3.518803857453033e+20,149153.0,41215.0
10.747,170.27166666666665,38.8065,3.3161776963007e+20,170271.66666666666,38806.5
8.072666666666667,187.49366666666663,0.978500000000011,2.4909646552219333e+20,187493.66666666663,978.500000000011
9.833999999999998,184.67,22.90900000000001,3.034455333155399e+20,184670.0,22909.00000000001
8.259666666666666,189.373,2.5919999999999987,2.548666825986633e+20,189373.0,2591.9999999999986
8.461666666666666,188.915,4.069000000000003,2.610997513122833e+20,188915.0,4069.0000000000027
8.177333333333335,193.44133333333332,2.200499999999991,2.523261413903067e+20,193441.3333333333,2200.499999999991
9.446666666666667,179.11033333333333,15.944500000000003,2.9149367548513334e+20,179110.33333333334,15944.500000000004
8.305,198.369,1.4269999999999925,2.5626552310205e+20,198369.0,1426.9999999999925
9.577,188.01666666666665,4.5535,2.9551534193237e+20,188016.66666666666,4553.5
10.97,350.982,30.703000000000003,3.384988306357e+20,350982.0,30703.000000000004
8.562333333333333,201.02566666666667,4.798500000000004,2.6420600007715665e+20,201025.66666666666,4798.500000000005
11.839,215.60566666666668,38.703500000000005,3.6531336881459e+20,215605.6666666667,38703.50000000001
11.839,215.60566666666668,38.703500000000005,3.6531336881459e+20,215605.6666666667,38703.50000000001
9.207,177.061,6.248999999999995,2.8409833488267002e+20,177061.0,6248.999999999995
9.396333333333333,164.06,13.789,2.8994055110269665e+20,164060.0,13789.0
9.585,167.46033333333332,18.9545,2.9576219613885e+20,167460.3333333333,18954.5
9.409999999999998,169.4463333333333,13.84750000000001,2.9036226037209992e+20,169446.3333333333,13847.500000000011
9.869,187.17366666666663,18.179500000000004,3.0452552046888996e+20,187173.66666666663,18179.500000000004
9.163666666666666,173.001,11.277999999999992,2.827612079309033e+20,173001.0,11277.99999999999
8.784999999999998,179.804,7.085999999999999,2.7107677549084993e+20,179804.0,7085.999999999999
10.242,198.292,21.38300000000001,3.1603509784602005e+20,198292.0,21383.00000000001
9.291000000000002,174.9766666666667,11.362499999999995,2.8669030405071005e+20,174976.6666666667,11362.499999999995
9.617666666666668,192.827,15.834000000000003,2.9677018414864335e+20,192827.0,15834.000000000004
8.98,159.93500000000003,8.015999999999991,2.770938467738e+20,159935.00000000003,8015.999999999991
9.52,190.702,13.823000000000008,2.9375650571119998e+20,190702.0,13823.000000000007
9.382666666666667,191.772,12.310000000000002,2.8951884183329335e+20,191772.0,12310.000000000002
9.572333333333331,163.145,8.346000000000004,2.953713436452566e+20,163145.0,8346.000000000004
